Name,Gender,Department,Annual Salary,Location,Performance,Distance to Office,Age,Tenure in Company,Salary Category,Age Group,Distance Category,Experience,Rating
Nessi Delves,Male,Human Resources,1081700,New Delhi,Not Rated,24,37,11.6,Greater than 10 LPA ,Between 31-40,Greater than 20km,10-15 Years,0
Nganbam Sweety Devi,Female,Services,697300,New Delhi,Very Poor,10,37,16.8,6LPA - 8LPA,Between 31-40,Less than 10km,15+ Years,1
Ngangom Bala Devi,Female,Product Management,1102000,Mumbai,Average,19,29,5.4,Greater than 10 LPA ,Less than 30,Between 10-20km,5-10 Years,3
Niall Selesnick,Female,Legal,1160900,New Delhi,Not Rated,3,38,9.1,Greater than 10 LPA ,Between 31-40,Less than 10km,5-10 Years,0
Nickolai Artin,Female,Business Development,521400,Mumbai,Average,5,38,10.5,4LPA - 6LPA,Between 31-40,Less than 10km,10-15 Years,3
Nicol Giacomi,Female,Engineering,328100,New Delhi,Average,10,36,7.9,2LPA - 4LPA,Between 31-40,Less than 10km,5-10 Years,3
Nicola Kiely,Female,Sales,594300,Bengaluru,Average,28,35,2.1,4LPA - 6LPA,Between 31-40,Greater than 20km,2-5 Years,3
Nicole Blowfelde,Female,Legal,469900,New Delhi,Average,20,33,6.9,4LPA - 6LPA,Between 31-40,Between 10-20km,5-10 Years,3
Nicolis Winspire,Male,Sales,335600,New Delhi,Average,24,31,9.5,2LPA - 4LPA,Between 31-40,Greater than 20km,5-10 Years,3
Nidhi Shah,Female,Sales,338900,Mumbai,Average,3,29,2.5,2LPA - 4LPA,Less than 30,Less than 10km,2-5 Years,3
Nikam Harshwardhan Sudhakar,Male,Training,517400,New Delhi,Poor,22,30,8.2,4LPA - 6LPA,Less than 30,Greater than 20km,5-10 Years,2
Niko MacGille,Female,Accounting,516500,Mumbai,Good,15,26,3.2,4LPA - 6LPA,Less than 30,Between 10-20km,2-5 Years,4
Niles Mahomet,Female,Research and Development,1159800,Mumbai,Good,26,28,6.3,Greater than 10 LPA ,Less than 30,Greater than 20km,5-10 Years,4
Nilesh Sathe,Male,Sales,583700,New Delhi,Good,7,37,15.9,4LPA - 6LPA,Between 31-40,Less than 10km,15+ Years,4
Ninad Insulkar,Male,Product Management,1066700,Bengaluru,Average,8,36,7.7,Greater than 10 LPA ,Between 31-40,Less than 10km,5-10 Years,3
Nisha Trivedi,Female,Accounting,448500,New Delhi,Very Good,17,34,10.9,4LPA - 6LPA,Between 31-40,Between 10-20km,10-15 Years,5
Nishita Jain,Female,Accounting,756000,Mumbai,Average,5,31,7.9,6LPA - 8LPA,Between 31-40,Less than 10km,5-10 Years,3
Nitin Ranjan,Male,Product Management,691200,Mumbai,Average,25,26,2.6,6LPA - 8LPA,Less than 30,Greater than 20km,2-5 Years,3
Nivedita Mishra,Female,Human Resources,312000,Mumbai,Very Poor,27,38,16.9,2LPA - 4LPA,Between 31-40,Greater than 20km,15+ Years,1
Nollie Courteney,Male,Services,421600,Bengaluru,Very Good,27,28,5.8,4LPA - 6LPA,Less than 30,Greater than 20km,5-10 Years,5
Nongmaithem Ratanbala Devi,Female,Services,1108300,New Delhi,Average,29,36,10.8,Greater than 10 LPA ,Between 31-40,Greater than 20km,10-15 Years,3
Norrie Grahl,Not Revealed,Marketing,831800,New Delhi,Average,29,31,4.3,8LPA - 10LPA,Between 31-40,Greater than 20km,2-5 Years,3
North Bertomeu,Female,Research and Development,467500,Mumbai,Good,17,41,14.6,4LPA - 6LPA,Greater than 40,Between 10-20km,10-15 Years,4
Northrup Aires,Female,Business Development,785400,New Delhi,Average,12,37,12.5,6LPA - 8LPA,Between 31-40,Between 10-20km,10-15 Years,3
Novelia Pyffe,Male,Human Resources,1069300,Mumbai,Very Poor,7,38,4.5,Greater than 10 LPA ,Between 31-40,Less than 10km,2-5 Years,1
Nupur Khanna,Female,Research and Development,770000,Bengaluru,Average,15,38,4.6,6LPA - 8LPA,Between 31-40,Between 10-20km,2-5 Years,3
Nuzhat Parveen,Female,Product Management,749200,Bengaluru,Average,22,32,2.0,6LPA - 8LPA,Between 31-40,Greater than 20km,0-2 Years,3
Oates Dinan,Female,Accounting,365500,New Delhi,Average,28,26,6.1,2LPA - 4LPA,Less than 30,Greater than 20km,5-10 Years,3
Oliy Feeney,Female,Accounting,959500,Mumbai,Average,10,28,2.8,8LPA - 10LPA,Less than 30,Less than 10km,2-5 Years,3
Ollie Schirak,Male,Services,858800,Bengaluru,Very Good,19,30,0.3,8LPA - 10LPA,Less than 30,Between 10-20km,0-2 Years,5
Ondrea Banfield,Female,Sales,779100,New Delhi,Average,18,32,4.0,6LPA - 8LPA,Between 31-40,Between 10-20km,2-5 Years,3
Oran Buxcy,Female,Human Resources,1166700,New Delhi,Average,8,35,4.1,Greater than 10 LPA ,Between 31-40,Less than 10km,2-5 Years,3
Orlando Gorstidge,Male,Support,719200,Mumbai,Poor,10,34,12.4,6LPA - 8LPA,Between 31-40,Less than 10km,10-15 Years,2
Orran Gritskov,Female,Sales,393400,New Delhi,Good,6,32,12.2,2LPA - 4LPA,Between 31-40,Less than 10km,10-15 Years,4
Orton Livick,Male,Human Resources,1034900,Mumbai,Good,8,39,18.2,Greater than 10 LPA ,Between 31-40,Less than 10km,15+ Years,4
Ottilie Vittel,Female,Legal,877400,New Delhi,Average,15,31,5.4,8LPA - 10LPA,Between 31-40,Between 10-20km,5-10 Years,3
Pallavi Mohan Budgude,Female,Marketing,1139800,Bengaluru,Poor,27,28,7.8,Greater than 10 LPA ,Less than 30,Greater than 20km,5-10 Years,2
Pallavi Prakash Sherkar,Female,Engineering,416000,Mumbai,Good,9,37,15.7,4LPA - 6LPA,Between 31-40,Less than 10km,15+ Years,4
Pancho De Ortega,Male,Engineering,1144700,Bengaluru,Very Good,17,29,1.2,Greater than 10 LPA ,Less than 30,Between 10-20km,0-2 Years,5
Pandurang Galande,Male,Marketing,310500,New Delhi,Good,18,31,6.8,2LPA - 4LPA,Between 31-40,Between 10-20km,5-10 Years,4
Pankaj Tanwar,Male,Training,766200,Mumbai,Average,11,34,1.8,6LPA - 8LPA,Between 31-40,Between 10-20km,0-2 Years,3
Pardeshi Aarti Shailendrasingh,Female,Engineering,761900,Mumbai,Poor,26,31,8.6,6LPA - 8LPA,Between 31-40,Greater than 20km,5-10 Years,2
Paresh Ranka,Male,Research and Development,504500,Bengaluru,Average,6,35,14.3,4LPA - 6LPA,Between 31-40,Less than 10km,10-15 Years,3
Parva Bharwada,Female,Services,293300,New Delhi,Average,8,33,3.7,2LPA - 4LPA,Between 31-40,Less than 10km,2-5 Years,3
Patel Nadeem Amin,Male,Marketing,769300,Mumbai,Average,15,27,2.3,6LPA - 8LPA,Less than 30,Between 10-20km,2-5 Years,3
Pathan Rais Dilawar,Male,Human Resources,338000,Mumbai,Average,9,28,1.1,2LPA - 4LPA,Less than 30,Less than 10km,0-2 Years,3
Patil Amruta Bajirao,Female,Marketing,448200,Mumbai,Average,13,29,8.1,4LPA - 6LPA,Less than 30,Between 10-20km,5-10 Years,3
Patil Chetan Ganjidhar,Male,Research and Development,843100,Bengaluru,Average,3,34,5.8,8LPA - 10LPA,Between 31-40,Less than 10km,5-10 Years,3
Patricia Dwelly,Male,Legal,1086000,Mumbai,Very Good,17,30,1.9,Greater than 10 LPA ,Less than 30,Between 10-20km,0-2 Years,5
Pawar Abhay Shashikant,Male,Product Management,470000,Mumbai,Good,18,32,7.2,4LPA - 6LPA,Between 31-40,Between 10-20km,5-10 Years,4
Pawarkar Ravindra Dattu,Male,Product Management,598100,Bengaluru,Average,27,30,7.8,4LPA - 6LPA,Less than 30,Greater than 20km,5-10 Years,3
Payton Pickervance,Male,Legal,903400,New Delhi,Average,25,34,8.7,8LPA - 10LPA,Between 31-40,Greater than 20km,5-10 Years,3
Pearla Beteriss,Male,Legal,642700,Mumbai,Average,6,33,4.8,6LPA - 8LPA,Between 31-40,Less than 10km,2-5 Years,3
Pedro Carluccio,Male,Accounting,1039900,New Delhi,Very Good,2,31,4.5,Greater than 10 LPA ,Between 31-40,Less than 10km,2-5 Years,5
Peeyush Singhal,Male,Sales,703800,Bengaluru,Good,23,30,0.9,6LPA - 8LPA,Less than 30,Greater than 20km,0-2 Years,4
Pembroke Siflet,Female,Legal,890200,Bengaluru,Average,19,36,14.3,8LPA - 10LPA,Between 31-40,Between 10-20km,10-15 Years,3
Peria Revey,Not Revealed,Legal,1137500,New Delhi,Average,4,31,9.2,Greater than 10 LPA ,Between 31-40,Less than 10km,5-10 Years,3
Philis Rowlstone,Female,Engineering,327200,New Delhi,Average,4,31,5.6,2LPA - 4LPA,Between 31-40,Less than 10km,5-10 Years,3
Phillipp Nekrews,Male,Services,619200,New Delhi,Average,6,28,3.6,6LPA - 8LPA,Less than 30,Less than 10km,2-5 Years,3
Pippy Roxby,Female,Marketing,746000,Bengaluru,Very Good,5,35,3.7,6LPA - 8LPA,Between 31-40,Less than 10km,2-5 Years,5
Pisal Hemant Chandrahar,Male,Training,380300,Mumbai,Average,10,27,5.5,2LPA - 4LPA,Less than 30,Less than 10km,5-10 Years,3
Piyush Asthana,Male,Services,309400,New Delhi,Very Poor,22,28,4.3,2LPA - 4LPA,Less than 30,Greater than 20km,2-5 Years,1
Pooja Vastrakar,Female,Services,288700,New Delhi,Average,7,26,0.2,2LPA - 4LPA,Less than 30,Less than 10km,0-2 Years,3
Poonam Raut,Female,Marketing,712100,Mumbai,Very Good,3,32,5.3,6LPA - 8LPA,Between 31-40,Less than 10km,5-10 Years,5
Poonam Santosh Pawar,Female,Training,634500,New Delhi,Good,26,27,5.8,6LPA - 8LPA,Less than 30,Greater than 20km,5-10 Years,4
Poonam Yadav,Female,Services,879300,Mumbai,Very Poor,10,33,3.8,8LPA - 10LPA,Between 31-40,Less than 10km,2-5 Years,1
Prachi Manohar Kapte,Female,Business Development,1016100,New Delhi,Average,7,35,4.4,Greater than 10 LPA ,Between 31-40,Less than 10km,2-5 Years,3
Prachi Rajpurkar,Female,Services,283100,Mumbai,Average,8,34,6.0,2LPA - 4LPA,Between 31-40,Less than 10km,5-10 Years,3
Pradeep Kumar Meena,Male,Legal,898400,Mumbai,Very Good,4,40,16.7,8LPA - 10LPA,Between 31-40,Less than 10km,15+ Years,5
Pradhan Mugdha Dileep,Female,Support,962500,Bengaluru,Average,27,28,3.9,8LPA - 10LPA,Less than 30,Greater than 20km,2-5 Years,3
Pragya Saxena,Female,Product Management,1124600,New Delhi,Poor,3,36,9.1,Greater than 10 LPA ,Between 31-40,Less than 10km,5-10 Years,2
Pranav Chhaya,Male,Human Resources,1154400,Mumbai,Average,7,28,1.7,Greater than 10 LPA ,Less than 30,Less than 10km,0-2 Years,3
Pranoti Arvind Kulkarni,Female,Training,339200,New Delhi,Average,23,40,7.9,2LPA - 4LPA,Between 31-40,Greater than 20km,5-10 Years,3
Prashanti Banerjee,Female,Support,462800,Bengaluru,Average,10,33,10.2,4LPA - 6LPA,Between 31-40,Less than 10km,10-15 Years,3
Pratik Thacker,Male,Support,589400,New Delhi,Average,7,40,6.0,4LPA - 6LPA,Between 31-40,Less than 10km,5-10 Years,3
Preeti Mishra,Female,Marketing,1189800,Mumbai,Not Rated,8,34,11.5,Greater than 10 LPA ,Between 31-40,Less than 10km,10-15 Years,0
Prem Dhage,Male,Sales,967500,New Delhi,Average,29,37,4.6,8LPA - 10LPA,Between 31-40,Greater than 20km,2-5 Years,3
Prenkesha,Female,Legal,1012200,New Delhi,Good,13,26,1.7,Greater than 10 LPA ,Less than 30,Between 10-20km,0-2 Years,4
Prerna Goyal,Female,Product Management,630200,Mumbai,Average,20,29,7.0,6LPA - 8LPA,Less than 30,Between 10-20km,5-10 Years,3
Pritesh Ashok Arte,Male,Business Development,759200,New Delhi,Good,2,30,3.3,6LPA - 8LPA,Less than 30,Less than 10km,2-5 Years,4
Priti Gupta,Female,Legal,930800,Bengaluru,Average,23,29,8.1,8LPA - 10LPA,Less than 30,Greater than 20km,5-10 Years,3
Priya Punia,Female,Sales,688600,Bengaluru,Good,22,27,3.6,6LPA - 8LPA,Less than 30,Greater than 20km,2-5 Years,4
Priya Sachin Jadhav,Female,Engineering,1189800,Mumbai,Poor,5,34,11.0,Greater than 10 LPA ,Between 31-40,Less than 10km,10-15 Years,2
Priyamabda Praharaj Ananga,Female,Legal,1064600,Bengaluru,Good,23,35,9.7,Greater than 10 LPA ,Between 31-40,Greater than 20km,5-10 Years,4
Priyanka Majumdar,Female,Business Development,706500,New Delhi,Good,20,30,3.6,6LPA - 8LPA,Less than 30,Between 10-20km,2-5 Years,4
Priyanka Satish Bendigiri,Female,Sales,770500,Mumbai,Good,17,28,2.8,6LPA - 8LPA,Less than 30,Between 10-20km,2-5 Years,4
Puja Singh,Female,Legal,893600,Mumbai,Good,29,27,2.1,8LPA - 10LPA,Less than 30,Greater than 20km,2-5 Years,4
Punam Ananda Salunkhe,Female,Legal,378400,New Delhi,Poor,28,40,3.1,2LPA - 4LPA,Between 31-40,Greater than 20km,2-5 Years,2
Puneet Kumar,Male,Business Development,891600,Mumbai,Average,3,34,3.2,8LPA - 10LPA,Between 31-40,Less than 10km,2-5 Years,3
Pyotr Lightewood,Male,Training,741100,New Delhi,Very Good,11,28,3.4,6LPA - 8LPA,Less than 30,Between 10-20km,2-5 Years,5
Quentin Ferraresi,Female,Services,316300,New Delhi,Poor,7,38,6.8,2LPA - 4LPA,Between 31-40,Less than 10km,5-10 Years,2
Quintina Kilgannon,Female,Research and Development,409100,Mumbai,Poor,12,26,3.6,4LPA - 6LPA,Less than 30,Between 10-20km,2-5 Years,2
Radcliffe Fairpool,Female,Sales,321900,New Delhi,Average,12,39,6.9,2LPA - 4LPA,Between 31-40,Between 10-20km,5-10 Years,3
Radha Yadav,Female,Human Resources,734900,New Delhi,Poor,24,38,7.7,6LPA - 8LPA,Between 31-40,Greater than 20km,5-10 Years,2
Radhalekshmi Umeshkrishna,Male,Product Management,522200,New Delhi,Average,5,31,9.7,4LPA - 6LPA,Between 31-40,Less than 10km,5-10 Years,3
Rahi Mukund Ajabe,Female,Support,689000,Mumbai,Average,27,38,8.5,6LPA - 8LPA,Between 31-40,Greater than 20km,5-10 Years,3
Rahul Mailcontractor,Male,Sales,837500,Mumbai,Average,3,36,12.3,8LPA - 10LPA,Between 31-40,Less than 10km,10-15 Years,3
Rahul Singh Gautam,Male,Support,1109700,New Delhi,Not Rated,10,27,2.7,Greater than 10 LPA ,Less than 30,Less than 10km,2-5 Years,0
Rajesh Jaiswal,Male,Business Development,495200,Mumbai,Average,23,35,6.9,4LPA - 6LPA,Between 31-40,Greater than 20km,5-10 Years,3
Rajeshwari Gayakwad,Female,Business Development,865600,New Delhi,Average,5,35,8.9,8LPA - 10LPA,Between 31-40,Less than 10km,5-10 Years,3
Rajiv Dhawan,Male,Support,358300,New Delhi,Average,18,39,13.0,2LPA - 4LPA,Between 31-40,Between 10-20km,10-15 Years,3
Rajni Pathak (Old Miishra),Female,Support,539100,New Delhi,Good,22,37,0.7,4LPA - 6LPA,Between 31-40,Greater than 20km,0-2 Years,4
Rakhi Kherwasiya,Female,Engineering,1098700,New Delhi,Average,2,40,14.0,Greater than 10 LPA ,Between 31-40,Less than 10km,10-15 Years,3
Rakhi Yashwant Jadhav,Female,Engineering,616200,Mumbai,Average,22,31,3.8,6LPA - 8LPA,Between 31-40,Greater than 20km,2-5 Years,3
Raman Kalra,Male,Human Resources,679600,Mumbai,Average,21,32,3.5,6LPA - 8LPA,Between 31-40,Greater than 20km,2-5 Years,3
Ramprrasadh Goarty,Male,Training,570000,Mumbai,Very Poor,29,31,8.4,4LPA - 6LPA,Between 31-40,Greater than 20km,5-10 Years,1
Ranabir Sen,Male,Sales,706100,Bengaluru,Average,5,38,16.5,6LPA - 8LPA,Between 31-40,Less than 10km,15+ Years,3
Rashmi Batra,Female,Training,518600,Mumbai,Good,27,32,4.3,4LPA - 6LPA,Between 31-40,Greater than 20km,2-5 Years,4
Rashmi Lad,Female,Engineering,601300,Mumbai,Average,19,33,4.0,6LPA - 8LPA,Between 31-40,Between 10-20km,2-5 Years,3
Rasia Fryatt,Female,Research and Development,720400,New Delhi,Poor,18,27,6.2,6LPA - 8LPA,Less than 30,Between 10-20km,5-10 Years,2
Raut Hema Dhondiram,Female,Product Management,1084500,Bengaluru,Good,13,27,7.1,Greater than 10 LPA ,Less than 30,Between 10-20km,5-10 Years,4
Ravi Bhushan,Male,Marketing,582600,Mumbai,Average,17,33,6.2,4LPA - 6LPA,Between 31-40,Between 10-20km,5-10 Years,3
Ravi Kalpana,Female,Research and Development,700200,Mumbai,Average,5,36,5.5,6LPA - 8LPA,Between 31-40,Less than 10km,5-10 Years,3
Ravi Vanka,Male,Human Resources,356700,New Delhi,Average,9,29,3.4,2LPA - 4LPA,Less than 30,Less than 10km,2-5 Years,3
Reena McKernan,Female,Accounting,676300,Mumbai,Average,12,34,4.7,6LPA - 8LPA,Between 31-40,Between 10-20km,2-5 Years,3
Reggie Taylerson,Male,Human Resources,823000,New Delhi,Not Rated,25,31,8.4,8LPA - 10LPA,Between 31-40,Greater than 20km,5-10 Years,0
Reinald Franken,Female,Business Development,1148700,Bengaluru,Not Rated,26,40,3.0,Greater than 10 LPA ,Between 31-40,Greater than 20km,2-5 Years,0
Renaldo Thomassin,Male,Sales,710300,Bengaluru,Average,23,31,7.0,6LPA - 8LPA,Between 31-40,Greater than 20km,5-10 Years,3
Rey Chartman,Female,Support,856700,New Delhi,Average,1,28,4.2,8LPA - 10LPA,Less than 30,Less than 10km,2-5 Years,3
Richy Gray,Female,Business Development,617000,New Delhi,Average,10,36,11.6,6LPA - 8LPA,Between 31-40,Less than 10km,10-15 Years,3
Rina Chakraborty Ghosh,Female,Legal,661400,Mumbai,Good,8,37,10.9,6LPA - 8LPA,Between 31-40,Less than 10km,10-15 Years,4
Rishav Raj,Male,Marketing,518600,New Delhi,Good,12,32,6.4,4LPA - 6LPA,Between 31-40,Between 10-20km,5-10 Years,4
Ritu Rani,Female,Legal,612100,New Delhi,Not Rated,14,35,2.8,6LPA - 8LPA,Between 31-40,Between 10-20km,2-5 Years,0
Robbert Mandrier,Female,Business Development,689800,New Delhi,Average,12,28,5.5,6LPA - 8LPA,Less than 30,Between 10-20km,5-10 Years,3
Roddy Speechley,Male,Accounting,296100,Mumbai,Average,4,28,0.7,2LPA - 4LPA,Less than 30,Less than 10km,0-2 Years,3
Rodrigo Congdon,Female,Engineering,1144300,Bengaluru,Good,25,34,5.9,Greater than 10 LPA ,Between 31-40,Greater than 20km,5-10 Years,4
Rohit Bohra,Male,Product Management,537600,Mumbai,Average,8,28,4.7,4LPA - 6LPA,Less than 30,Less than 10km,2-5 Years,3
Rohit Nigam,Male,Sales,913100,Mumbai,Average,24,33,1.7,8LPA - 10LPA,Between 31-40,Greater than 20km,0-2 Years,3
Rois Garrigan,Male,Services,1178400,New Delhi,Average,9,38,10.5,Greater than 10 LPA ,Between 31-40,Less than 10km,10-15 Years,3
Romona Melody,Female,Product Management,318300,Bengaluru,Average,9,31,5.0,2LPA - 4LPA,Between 31-40,Less than 10km,2-5 Years,3
Ronak Rajgor,Male,Legal,329800,Bengaluru,Not Rated,17,38,5.3,2LPA - 4LPA,Between 31-40,Between 10-20km,5-10 Years,0
Ronnie Mesias,Male,Engineering,473600,Mumbai,Poor,9,37,14.4,4LPA - 6LPA,Between 31-40,Less than 10km,10-15 Years,2
Rosaline Wenderott,Female,Engineering,867400,Bengaluru,Very Good,19,30,6.7,8LPA - 10LPA,Less than 30,Between 10-20km,5-10 Years,5
Rosamond Fishe,Male,Support,874000,New Delhi,Average,24,30,5.8,8LPA - 10LPA,Less than 30,Greater than 20km,5-10 Years,3
Rose Shurrocks,Female,Business Development,750900,Bengaluru,Average,24,34,1.0,6LPA - 8LPA,Between 31-40,Greater than 20km,0-2 Years,3
Roselle Wandrach,Male,Accounting,780200,New Delhi,Average,4,31,4.0,6LPA - 8LPA,Between 31-40,Less than 10km,2-5 Years,3
Ruby Cracie,Male,Research and Development,923400,New Delhi,Good,15,41,8.9,8LPA - 10LPA,Greater than 40,Between 10-20km,5-10 Years,4
Ruchika Sharma,Female,Business Development,588300,Mumbai,Poor,13,30,0.6,4LPA - 6LPA,Less than 30,Between 10-20km,0-2 Years,2
Rudyard Tomsa,Female,Research and Development,321400,New Delhi,Good,4,33,3.0,2LPA - 4LPA,Between 31-40,Less than 10km,2-5 Years,4
Rushikesh Raosaheb Satpute,Male,Accounting,1025200,Mumbai,Poor,16,39,2.2,Greater than 10 LPA ,Between 31-40,Between 10-20km,2-5 Years,2
Ruth Tryphosa,Female,Human Resources,795900,Mumbai,Very Poor,26,29,6.6,6LPA - 8LPA,Less than 30,Greater than 20km,5-10 Years,1
Ruthanne Beadnell,Female,Support,289700,Bengaluru,Very Good,11,37,1.3,2LPA - 4LPA,Between 31-40,Between 10-20km,0-2 Years,5
Ryon Baroch,Male,Human Resources,927000,New Delhi,Average,26,29,3.3,8LPA - 10LPA,Less than 30,Greater than 20km,2-5 Years,3
Sabina Scorrer,Female,Accounting,361500,New Delhi,Poor,19,30,1.3,2LPA - 4LPA,Less than 30,Between 10-20km,0-2 Years,2
Sachin Madhavi,Male,Accounting,529600,Bengaluru,Average,9,41,16.2,4LPA - 6LPA,Greater than 40,Less than 10km,15+ Years,3
Sachin Sharma,Male,Product Management,319200,New Delhi,Average,29,38,7.8,2LPA - 4LPA,Between 31-40,Greater than 20km,5-10 Years,3
Sagar Joshi,Male,Product Management,1042100,Mumbai,Very Good,4,34,9.4,Greater than 10 LPA ,Between 31-40,Less than 10km,5-10 Years,5
Sahu Pushpa,Female,Marketing,407500,Bengaluru,Very Poor,26,29,3.0,4LPA - 6LPA,Less than 30,Greater than 20km,2-5 Years,1
Sandeep Pradeep Gajendragadkar,Male,Training,980200,Mumbai,Very Good,25,35,13.0,8LPA - 10LPA,Between 31-40,Greater than 20km,10-15 Years,5
Sandhane Raghvendra Ravindra,Male,Sales,966200,Bengaluru,Poor,15,31,6.1,8LPA - 10LPA,Between 31-40,Between 10-20km,5-10 Years,2
Sandhiya Ranganathan,Female,Research and Development,404000,Mumbai,Very Good,15,33,10.0,4LPA - 6LPA,Between 31-40,Between 10-20km,5-10 Years,5
Sandie Anthonies,Male,Product Management,812200,Bengaluru,Poor,27,40,16.4,8LPA - 10LPA,Between 31-40,Greater than 20km,15+ Years,2
Sangita Basfore,Female,Training,338400,Bengaluru,Not Rated,20,36,0.9,2LPA - 4LPA,Between 31-40,Between 10-20km,0-2 Years,0
Sangram Kesari Samal,Male,Research and Development,758800,Bengaluru,Average,4,28,6.3,6LPA - 8LPA,Less than 30,Less than 10km,5-10 Years,3
Sanjida Quader,Female,Engineering,813800,Bengaluru,Not Rated,4,39,0.7,8LPA - 10LPA,Between 31-40,Less than 10km,0-2 Years,0
Sapna Ramchandra Shinde,Female,Research and Development,714900,Mumbai,Not Rated,3,37,17.2,6LPA - 8LPA,Between 31-40,Less than 10km,15+ Years,0
Sarajane Peachey,Female,Product Management,919300,New Delhi,Average,25,30,9.9,8LPA - 10LPA,Less than 30,Greater than 20km,5-10 Years,3
Sarajane Scourge,Female,Engineering,1077900,New Delhi,Average,2,36,9.3,Greater than 10 LPA ,Between 31-40,Less than 10km,5-10 Years,3
Sarene Creeboe,Male,Product Management,699700,Mumbai,Average,17,36,16.1,6LPA - 8LPA,Between 31-40,Between 10-20km,15+ Years,3
Sarita Subir Chakraborty,Female,Accounting,1141800,Bengaluru,Very Good,19,38,10.5,Greater than 10 LPA ,Between 31-40,Between 10-20km,10-15 Years,5
Sathe Chaitanya Arun,Male,Human Resources,853300,Mumbai,Average,2,30,4.9,8LPA - 10LPA,Less than 30,Less than 10km,2-5 Years,3
Saundra O'Connel,Male,Sales,368200,Mumbai,Good,19,32,8.2,2LPA - 4LPA,Between 31-40,Between 10-20km,5-10 Years,4
Saurabh Ashok Deshpande,Male,Marketing,1168900,New Delhi,Average,15,32,5.2,Greater than 10 LPA ,Between 31-40,Between 10-20km,5-10 Years,3
Sayak Pal,Male,Research and Development,787100,New Delhi,Poor,8,30,5.3,6LPA - 8LPA,Less than 30,Less than 10km,5-10 Years,2
Sayyad Sameer Mushtakali,Male,Accounting,864700,New Delhi,Average,12,29,4.6,8LPA - 10LPA,Less than 30,Between 10-20km,2-5 Years,3
Senthilmurugan R,Male,Support,771100,Mumbai,Average,9,35,13.1,6LPA - 8LPA,Between 31-40,Less than 10km,10-15 Years,3
Seward Kubera,Male,Product Management,865700,New Delhi,Very Poor,22,33,6.8,8LPA - 10LPA,Between 31-40,Greater than 20km,5-10 Years,1
Shafali Verma,Female,Business Development,1178500,New Delhi,Good,3,37,16.7,Greater than 10 LPA ,Between 31-40,Less than 10km,15+ Years,4
Shalu Purswani,Female,Marketing,1165000,Bengaluru,Not Rated,15,26,2.0,Greater than 10 LPA ,Less than 30,Between 10-20km,0-2 Years,0
Shalu Rajdev,Female,Accounting,800300,New Delhi,Poor,27,33,4.9,8LPA - 10LPA,Between 31-40,Greater than 20km,2-5 Years,2
Shana Bewly,Female,Human Resources,763200,Bengaluru,Good,3,40,15.9,6LPA - 8LPA,Between 31-40,Less than 10km,15+ Years,4
Shari McNee,Male,Support,1107300,Mumbai,Very Good,28,36,15.8,Greater than 10 LPA ,Between 31-40,Greater than 20km,15+ Years,5
Shari Pickston,Male,Training,869900,Mumbai,Poor,25,38,0.4,8LPA - 10LPA,Between 31-40,Greater than 20km,0-2 Years,2
Sharity Brands,Male,Marketing,744100,Mumbai,Good,14,40,6.5,6LPA - 8LPA,Between 31-40,Between 10-20km,5-10 Years,4
Shaun Kyrkeman,Male,Marketing,876100,Bengaluru,Good,18,37,13.6,8LPA - 10LPA,Between 31-40,Between 10-20km,10-15 Years,4
Shay Chasney,Male,Business Development,1033400,Mumbai,Good,11,36,7.1,Greater than 10 LPA ,Between 31-40,Between 10-20km,5-10 Years,4
Shaylah Owbrick,Male,Business Development,464700,New Delhi,Average,15,28,1.0,4LPA - 6LPA,Less than 30,Between 10-20km,0-2 Years,3
Shaylyn Ransbury,Female,Legal,1082900,Mumbai,Very Poor,7,29,8.6,Greater than 10 LPA ,Less than 30,Less than 10km,5-10 Years,1
Shayne Stegel,Male,Engineering,786400,Bengaluru,Good,6,30,3.0,6LPA - 8LPA,Less than 30,Less than 10km,2-5 Years,4
Shea Mix,Male,Sales,759900,New Delhi,Average,22,29,2.9,6LPA - 8LPA,Less than 30,Greater than 20km,2-5 Years,3
Sheetal More,Female,Sales,552800,New Delhi,Average,15,40,18.4,4LPA - 6LPA,Between 31-40,Between 10-20km,15+ Years,3
Shekhar Mogal,Male,Accounting,980100,Bengaluru,Average,27,27,2.3,8LPA - 10LPA,Less than 30,Greater than 20km,2-5 Years,3
Shelar Dipak Ankush,Male,Human Resources,503100,New Delhi,Average,10,39,16.6,4LPA - 6LPA,Between 31-40,Less than 10km,15+ Years,3
Shelley Moncreiffe,Male,Marketing,913600,New Delhi,Average,9,39,4.8,8LPA - 10LPA,Between 31-40,Less than 10km,2-5 Years,3
Shellysheldon Ellerman,Female,Accounting,1159200,Mumbai,Good,8,36,12.3,Greater than 10 LPA ,Between 31-40,Less than 10km,10-15 Years,4
Shevada Laxmikant Kailas,Male,Engineering,568700,Bengaluru,Poor,3,40,15.6,4LPA - 6LPA,Between 31-40,Less than 10km,15+ Years,2
Shikha Pandey,Female,Support,759700,Mumbai,Very Good,19,29,6.8,6LPA - 8LPA,Less than 30,Between 10-20km,5-10 Years,5
Shilpi Awasthi,Female,Accounting,522700,New Delhi,Good,28,34,13.0,4LPA - 6LPA,Between 31-40,Greater than 20km,10-15 Years,4
